Brand,Customer Id,Online Order,Order Status,Product Class,Product Id,Product Line,Product Size,Transaction Date,Transaction Date1,Transaction Id,List Price,Product First Sold Date,Profit,Standard Cost
Norco Bicycles,2983,True,Approved,medium,81,Standard,small,August,23-08-2017,19805,586.45,38002,64.51,521.94
Norco Bicycles,1443,True,Approved,medium,81,Standard,small,August,04-08-2017,5140,586.45,38206,64.51,521.94
Norco Bicycles,752,True,Approved,medium,9,Standard,small,December,10-12-2017,15193,1216.14,33455,133.78,1082.36
Norco Bicycles,1600,True,Approved,medium,9,Standard,small,December,17-12-2017,14287,1216.14,33455,133.78,1082.36
Norco Bicycles,217,True,Approved,medium,9,Standard,small,December,26-12-2017,19929,1216.14,33455,133.78,1082.36
Norco Bicycles,2081,True,Approved,medium,28,Standard,small,December,19-12-2017,11438,1216.14,33455,133.78,1082.36
Norco Bicycles,1174,True,Approved,medium,28,Standard,small,December,22-12-2017,4713,1216.14,33455,133.78,1082.36
Norco Bicycles,2120,True,Approved,medium,28,Standard,small,December,28-12-2017,11179,1216.14,33455,133.78,1082.36
Norco Bicycles,350,True,Approved,medium,28,Standard,small,December,26-12-2017,3391,1216.14,33552,133.78,1082.36
Norco Bicycles,2101,True,Approved,medium,28,Standard,small,December,10-12-2017,16178,1216.14,34244,133.78,1082.36
Norco Bicycles,2501,True,Approved,medium,28,Standard,small,December,08-12-2017,11336,1216.14,35052,133.78,1082.36
Norco Bicycles,2111,True,Approved,medium,28,Standard,small,December,24-12-2017,3739,1216.14,42696,133.78,1082.36
Norco Bicycles,2859,True,Approved,medium,61,Standard,small,December,11-12-2017,11167,586.45,33429,64.51,521.94
Norco Bicycles,1304,True,Approved,medium,61,Standard,small,December,27-12-2017,7585,586.45,33429,64.51,521.94
Norco Bicycles,2887,True,Approved,medium,61,Standard,small,December,06-12-2017,10163,586.45,35667,64.51,521.94
Norco Bicycles,2914,True,Approved,medium,81,Standard,small,December,18-12-2017,10030,586.45,36145,64.51,521.94
Norco Bicycles,955,True,Approved,medium,81,Standard,small,December,14-12-2017,3473,586.45,42218,64.51,521.94
Norco Bicycles,1930,True,Approved,medium,9,Standard,small,February,19-02-2017,6547,1216.14,33455,133.78,1082.36
Norco Bicycles,2055,True,Approved,medium,9,Standard,small,February,21-02-2017,12097,1216.14,33455,133.78,1082.36
Norco Bicycles,1704,True,Approved,medium,9,Standard,small,February,27-02-2017,5382,1216.14,33455,133.78,1082.36
Norco Bicycles,3018,True,Approved,medium,9,Standard,small,February,09-02-2017,9803,1216.14,37698,133.78,1082.36
Norco Bicycles,2788,True,Approved,medium,28,Standard,small,February,09-02-2017,4961,1216.14,33455,133.78,1082.36
Norco Bicycles,1722,True,Approved,medium,28,Standard,small,February,17-02-2017,8689,1216.14,33455,133.78,1082.36
Norco Bicycles,2986,True,Approved,medium,28,Standard,small,February,18-02-2017,6241,1216.14,33455,133.78,1082.36
Norco Bicycles,3200,True,Approved,medium,28,Standard,small,February,26-02-2017,3744,1216.14,33455,133.78,1082.36
Norco Bicycles,701,True,Approved,medium,28,Standard,small,February,17-02-2017,19711,1216.14,37698,133.78,1082.36
Norco Bicycles,42,True,Approved,medium,81,Standard,small,February,01-02-2017,4762,586.45,33429,64.51,521.94
Norco Bicycles,3410,True,Approved,medium,81,Standard,small,February,01-02-2017,9832,586.45,33429,64.51,521.94
Norco Bicycles,144,True,Approved,medium,81,Standard,small,February,26-02-2017,14131,586.45,33429,64.51,521.94
Norco Bicycles,2095,True,Approved,medium,81,Standard,small,February,28-02-2017,14256,586.45,33429,64.51,521.94
Norco Bicycles,1422,True,Approved,medium,81,Standard,small,February,25-02-2017,6727,586.45,36145,64.51,521.94
Norco Bicycles,1879,True,Approved,medium,9,Standard,small,January,10-01-2017,7042,1216.14,33455,133.78,1082.36
Norco Bicycles,3375,True,Approved,medium,9,Standard,small,January,25-01-2017,2946,1216.14,33455,133.78,1082.36
Norco Bicycles,792,True,Approved,medium,9,Standard,small,January,28-01-2017,1457,1216.14,33888,133.78,1082.36
Norco Bicycles,2359,True,Approved,medium,9,Standard,small,January,11-01-2017,5181,1216.14,37698,133.78,1082.36
Norco Bicycles,1844,True,Approved,medium,28,Standard,small,January,02-01-2017,4246,1216.14,33455,133.78,1082.36
Norco Bicycles,2797,True,Approved,medium,28,Standard,small,January,21-01-2017,6582,1216.14,33455,133.78,1082.36
Norco Bicycles,727,True,Approved,medium,28,Standard,small,January,23-01-2017,2325,1216.14,33455,133.78,1082.36
Norco Bicycles,2774,True,Approved,medium,28,Standard,small,January,31-01-2017,19889,1216.14,33455,133.78,1082.36
Norco Bicycles,2807,True,Approved,medium,28,Standard,small,January,11-01-2017,13977,1216.14,34527,133.78,1082.36
Norco Bicycles,1044,True,Approved,medium,61,Standard,small,January,23-01-2017,7913,586.45,33429,64.51,521.94
Norco Bicycles,137,True,Approved,medium,61,Standard,small,January,26-01-2017,9439,586.45,33429,64.51,521.94
Norco Bicycles,249,True,Approved,medium,61,Standard,small,January,29-01-2017,17253,586.45,33429,64.51,521.94
Norco Bicycles,3417,True,Approved,medium,81,Standard,small,January,05-01-2017,2801,586.45,33429,64.51,521.94
Norco Bicycles,1234,True,Approved,medium,81,Standard,small,January,19-01-2017,3745,586.45,33429,64.51,521.94
Norco Bicycles,2861,True,Approved,medium,81,Standard,small,January,03-01-2017,16184,586.45,42218,64.51,521.94
Norco Bicycles,2498,True,Approved,medium,9,Standard,small,July,16-07-2017,3035,1216.14,33455,133.78,1082.36
Norco Bicycles,197,True,Approved,medium,9,Standard,small,July,17-07-2017,17818,1216.14,33455,133.78,1082.36
Norco Bicycles,2725,True,Approved,medium,28,Standard,small,July,07-07-2017,15447,1216.14,33455,133.78,1082.36
Norco Bicycles,1135,True,Approved,medium,28,Standard,small,July,19-07-2017,4072,1216.14,33888,133.78,1082.36
Norco Bicycles,2624,True,Approved,medium,28,Standard,small,July,28-07-2017,7756,1216.14,35052,133.78,1082.36
Norco Bicycles,1478,True,Approved,medium,61,Standard,small,July,25-07-2017,19138,586.45,33429,64.51,521.94
Norco Bicycles,3465,True,Approved,medium,61,Standard,small,July,29-07-2017,1216,586.45,36145,64.51,521.94
Norco Bicycles,3183,True,Approved,medium,81,Standard,small,July,04-07-2017,9497,586.45,33429,64.51,521.94
Norco Bicycles,2970,True,Approved,medium,81,Standard,small,July,11-07-2017,19071,586.45,33429,64.51,521.94
Norco Bicycles,3291,True,Approved,medium,81,Standard,small,July,16-07-2017,5184,586.45,33429,64.51,521.94
Norco Bicycles,1335,True,Approved,medium,81,Standard,small,July,09-07-2017,18424,586.45,36145,64.51,521.94
Norco Bicycles,3299,True,Approved,medium,81,Standard,small,July,17-07-2017,11960,586.45,41533,64.51,521.94
Norco Bicycles,217,True,Approved,medium,9,Standard,small,June,17-06-2017,12382,1216.14,33455,133.78,1082.36
Norco Bicycles,3493,True,Approved,medium,9,Standard,small,June,30-06-2017,13548,1216.14,33455,133.78,1082.36
Norco Bicycles,2373,True,Approved,medium,9,Standard,small,June,27-06-2017,17306,1216.14,33552,133.78,1082.36
Norco Bicycles,2714,True,Approved,medium,9,Standard,small,June,22-06-2017,16938,1216.14,37698,133.78,1082.36
Norco Bicycles,190,True,Approved,medium,28,Standard,small,June,06-06-2017,2567,1216.14,33455,133.78,1082.36
Norco Bicycles,401,True,Approved,medium,28,Standard,small,June,18-06-2017,19037,1216.14,33455,133.78,1082.36
Norco Bicycles,1068,True,Approved,medium,28,Standard,small,June,22-06-2017,17179,1216.14,33552,133.78,1082.36
Norco Bicycles,2148,True,Approved,medium,28,Standard,small,June,25-06-2017,10465,1216.14,33552,133.78,1082.36
Norco Bicycles,991,True,Approved,medium,28,Standard,small,June,28-06-2017,11822,1216.14,37337,133.78,1082.36
Norco Bicycles,2933,True,Approved,medium,28,Standard,small,June,28-06-2017,18528,1216.14,37337,133.78,1082.36
Norco Bicycles,209,True,Approved,medium,28,Standard,small,June,20-06-2017,13456,1216.14,41345,133.78,1082.36
Norco Bicycles,1189,True,Approved,medium,61,Standard,small,June,08-06-2017,4495,586.45,42226,64.51,521.94
Norco Bicycles,146,True,Approved,medium,81,Standard,small,June,19-06-2017,7886,586.45,33429,64.51,521.94
Norco Bicycles,321,True,Approved,medium,81,Standard,small,June,11-06-2017,6306,586.45,38002,64.51,521.94
Norco Bicycles,3216,True,Approved,medium,81,Standard,small,June,19-06-2017,1344,586.45,38206,64.51,521.94
Norco Bicycles,628,True,Approved,medium,28,Standard,small,March,06-03-2017,3131,1216.14,33455,133.78,1082.36
Norco Bicycles,953,True,Approved,medium,28,Standard,small,March,10-03-2017,4075,1216.14,33455,133.78,1082.36
Norco Bicycles,433,True,Approved,medium,28,Standard,small,March,16-03-2017,10899,1216.14,33455,133.78,1082.36
Norco Bicycles,848,True,Approved,medium,28,Standard,small,March,29-03-2017,4465,1216.14,33455,133.78,1082.36
Norco Bicycles,182,True,Approved,medium,28,Standard,small,March,12-03-2017,1560,1216.14,33888,133.78,1082.36
Norco Bicycles,63,True,Approved,medium,28,Standard,small,March,20-03-2017,18832,1216.14,42696,133.78,1082.36
Norco Bicycles,2621,True,Approved,medium,61,Standard,small,March,27-03-2017,1892,586.45,33429,64.51,521.94
Norco Bicycles,3122,True,Approved,medium,61,Standard,small,March,02-03-2017,17723,586.45,42226,64.51,521.94
Norco Bicycles,2839,True,Approved,medium,81,Standard,small,March,18-03-2017,2719,586.45,33429,64.51,521.94
Norco Bicycles,2290,True,Approved,medium,81,Standard,small,March,30-03-2017,7108,586.45,35667,64.51,521.94
Norco Bicycles,2246,True,Approved,medium,81,Standard,small,March,15-03-2017,11416,586.45,36145,64.51,521.94
Norco Bicycles,799,True,Approved,medium,81,Standard,small,March,19-03-2017,6215,586.45,36145,64.51,521.94
Norco Bicycles,2799,True,Approved,medium,81,Standard,small,March,19-03-2017,10489,586.45,38339,64.51,521.94
Norco Bicycles,766,True,Approved,medium,81,Standard,small,March,29-03-2017,12950,586.45,38339,64.51,521.94
Norco Bicycles,1474,True,Approved,medium,81,Standard,small,March,09-03-2017,6827,586.45,42218,64.51,521.94
Norco Bicycles,478,True,Approved,medium,81,Standard,small,March,16-03-2017,7881,586.45,42226,64.51,521.94
Norco Bicycles,2383,True,Approved,medium,28,Standard,small,May,16-05-2017,13035,1216.14,33455,133.78,1082.36
Norco Bicycles,761,True,Approved,medium,28,Standard,small,May,10-05-2017,4746,1216.14,34165,133.78,1082.36
Norco Bicycles,1953,True,Approved,medium,61,Standard,small,May,25-05-2017,10529,586.45,33429,64.51,521.94
Norco Bicycles,1670,True,Approved,medium,81,Standard,small,May,05-05-2017,17598,586.45,33429,64.51,521.94
Norco Bicycles,138,True,Approved,medium,81,Standard,small,May,08-05-2017,7746,586.45,34079,64.51,521.94
Norco Bicycles,2121,True,Approved,medium,81,Standard,small,May,01-05-2017,13962,586.45,35667,64.51,521.94
Norco Bicycles,929,True,Approved,medium,81,Standard,small,May,26-05-2017,11177,586.45,35667,64.51,521.94
Norco Bicycles,1302,True,Approved,medium,81,Standard,small,May,22-05-2017,6011,586.45,36145,64.51,521.94
Norco Bicycles,990,True,Approved,medium,81,Standard,small,May,23-05-2017,2726,586.45,36145,64.51,521.94
Norco Bicycles,1690,True,Approved,medium,81,Standard,small,May,16-05-2017,17835,586.45,38206,64.51,521.94
Norco Bicycles,1546,True,Approved,medium,81,Standard,small,May,30-05-2017,16060,586.45,41533,64.51,521.94
Norco Bicycles,767,True,Approved,medium,9,Standard,small,November,18-11-2017,6285,1216.14,33455,133.78,1082.36
Norco Bicycles,1788,True,Approved,medium,9,Standard,small,November,13-11-2017,13836,1216.14,33888,133.78,1082.36
Norco Bicycles,1611,True,Approved,medium,9,Standard,small,November,19-11-2017,5870,1216.14,39031,133.78,1082.36
Norco Bicycles,2888,True,Approved,medium,9,Standard,small,November,06-11-2017,8701,1216.14,42404,133.78,1082.36
Norco Bicycles,3368,True,Approved,medium,28,Standard,small,November,17-11-2017,9341,1216.14,33455,133.78,1082.36
Norco Bicycles,2447,True,Approved,medium,28,Standard,small,November,21-11-2017,10807,1216.14,39031,133.78,1082.36
Norco Bicycles,414,True,Approved,medium,61,Standard,small,November,13-11-2017,5108,586.45,33429,64.51,521.94
Norco Bicycles,1718,True,Approved,medium,61,Standard,small,November,27-11-2017,7697,586.45,36145,64.51,521.94
Norco Bicycles,498,True,Approved,medium,61,Standard,small,November,09-11-2017,9094,586.45,38206,64.51,521.94
Norco Bicycles,1421,True,Approved,medium,81,Standard,small,November,03-11-2017,16594,586.45,33429,64.51,521.94
Norco Bicycles,2776,True,Approved,medium,81,Standard,small,November,14-11-2017,10385,586.45,33429,64.51,521.94
Norco Bicycles,1987,True,Approved,medium,81,Standard,small,November,18-11-2017,19709,586.45,33429,64.51,521.94
Norco Bicycles,1780,True,Approved,medium,81,Standard,small,November,22-11-2017,8493,586.45,33429,64.51,521.94
Norco Bicycles,15,True,Approved,medium,81,Standard,small,November,25-11-2017,17963,586.45,33429,64.51,521.94
Norco Bicycles,2461,True,Approved,medium,81,Standard,small,November,29-11-2017,15636,586.45,33429,64.51,521.94
Norco Bicycles,459,True,Approved,medium,81,Standard,small,November,16-11-2017,5414,586.45,41533,64.51,521.94
Norco Bicycles,2946,True,Approved,medium,81,Standard,small,November,13-11-2017,5309,586.45,42218,64.51,521.94
Norco Bicycles,2901,True,Approved,medium,81,Standard,small,November,22-11-2017,19169,586.45,42218,64.51,521.94
Norco Bicycles,2196,True,Approved,medium,9,Standard,small,October,20-10-2017,19024,1216.14,35378,133.78,1082.36
Norco Bicycles,2761,True,Approved,medium,28,Standard,small,October,14-10-2017,15567,1216.14,35378,133.78,1082.36
Norco Bicycles,3042,True,Approved,medium,61,Standard,small,October,07-10-2017,15999,586.45,36145,64.51,521.94
Norco Bicycles,818,True,Approved,medium,81,Standard,small,October,03-10-2017,9036,586.45,33429,64.51,521.94
Norco Bicycles,583,True,Approved,medium,81,Standard,small,October,12-10-2017,12511,586.45,33429,64.51,521.94
Norco Bicycles,3289,True,Approved,medium,81,Standard,small,October,22-10-2017,6555,586.45,38002,64.51,521.94
Norco Bicycles,1102,True,Approved,medium,81,Standard,small,October,30-10-2017,3925,586.45,38002,64.51,521.94
Norco Bicycles,577,True,Approved,medium,81,Standard,small,October,29-10-2017,14848,586.45,38206,64.51,521.94
Norco Bicycles,3343,True,Approved,medium,81,Standard,small,October,13-10-2017,8635,586.45,38339,64.51,521.94
Norco Bicycles,1063,True,Approved,medium,81,Standard,small,October,04-10-2017,6497,586.45,42218,64.51,521.94
Norco Bicycles,652,True,Approved,medium,9,Standard,small,September,24-09-2017,8035,1216.14,34527,133.78,1082.36
Norco Bicycles,737,True,Approved,medium,28,Standard,small,September,01-09-2017,3914,1216.14,33455,133.78,1082.36
Norco Bicycles,1418,True,Approved,medium,28,Standard,small,September,10-09-2017,14647,1216.14,33455,133.78,1082.36
Norco Bicycles,3406,True,Approved,medium,28,Standard,small,September,18-09-2017,9308,1216.14,33455,133.78,1082.36
Norco Bicycles,1514,True,Approved,medium,28,Standard,small,September,21-09-2017,14838,1216.14,33455,133.78,1082.36
Norco Bicycles,2970,True,Approved,medium,28,Standard,small,September,23-09-2017,10178,1216.14,33455,133.78,1082.36
Norco Bicycles,1326,True,Approved,medium,28,Standard,small,September,07-09-2017,15530,1216.14,33552,133.78,1082.36
Norco Bicycles,1748,True,Approved,medium,28,Standard,small,September,01-09-2017,2089,1216.14,35052,133.78,1082.36
Norco Bicycles,1226,True,Approved,medium,28,Standard,small,September,19-09-2017,10696,1216.14,37698,133.78,1082.36
Norco Bicycles,1521,True,Approved,medium,28,Standard,small,September,26-09-2017,6261,1216.14,42696,133.78,1082.36
Norco Bicycles,468,True,Approved,medium,61,Standard,small,September,27-09-2017,14143,586.45,38339,64.51,521.94
Norco Bicycles,3087,True,Approved,medium,81,Standard,small,September,16-09-2017,16323,586.45,33429,64.51,521.94
Norco Bicycles,983,True,Approved,medium,81,Standard,small,September,17-09-2017,17057,586.45,33429,64.51,521.94
Trek Bicycles,3323,True,Approved,medium,11,Standard,small,April,05-04-2017,7258,1775.81,40303,195.34,1580.47
Trek Bicycles,2865,True,Approved,medium,11,Standard,small,April,22-04-2017,14502,1775.81,40303,195.34,1580.47
Trek Bicycles,85,True,Approved,medium,14,Standard,small,April,07-04-2017,13183,1386.84,37838,152.55,1234.29
Trek Bicycles,1243,True,Approved,medium,14,Standard,small,April,08-04-2017,12646,1386.84,37838,152.55,1234.29
Trek Bicycles,2226,True,Approved,medium,14,Standard,small,April,20-04-2017,16983,1386.84,37838,152.55,1234.29
Trek Bicycles,893,True,Approved,medium,14,Standard,small,April,23-04-2017,13737,1386.84,37838,152.55,1234.29
Trek Bicycles,3450,True,Approved,medium,14,Standard,small,April,24-04-2017,5912,1386.84,37838,152.55,1234.29
Trek Bicycles,2083,True,Approved,medium,14,Standard,small,April,26-04-2017,15331,1386.84,37838,152.55,1234.29
Trek Bicycles,1288,True,Approved,medium,14,Standard,small,April,29-04-2017,8681,1386.84,37838,152.55,1234.29
Trek Bicycles,2077,True,Approved,medium,14,Standard,small,April,12-04-2017,11407,1386.84,38693,152.55,1234.29
Trek Bicycles,1934,True,Approved,medium,14,Standard,small,April,30-04-2017,4586,1386.84,40303,152.55,1234.29
Trek Bicycles,1053,True,Approved,medium,14,Standard,small,April,02-04-2017,17453,1386.84,41345,152.55,1234.29
Trek Bicycles,415,True,Approved,medium,20,Standard,small,April,26-04-2017,12115,1775.81,34115,195.34,1580.47
Trek Bicycles,1992,True,Approved,medium,20,Standard,small,April,10-04-2017,17562,1775.81,35160,195.34,1580.47
Trek Bicycles,1677,True,Approved,medium,20,Standard,small,April,24-04-2017,15082,1775.81,42404,195.34,1580.47
Trek Bicycles,3009,True,Approved,medium,100,Standard,small,April,06-04-2017,7703,1386.84,34165,152.55,1234.29
Trek Bicycles,3483,True,Approved,medium,100,Standard,small,April,01-04-2017,8265,1386.84,34586,152.55,1234.29
Trek Bicycles,1713,True,Approved,medium,11,Standard,small,August,06-08-2017,4460,1775.81,34244,195.34,1580.47
Trek Bicycles,3020,True,Approved,medium,11,Standard,small,August,21-08-2017,6740,1775.81,35160,195.34,1580.47
Trek Bicycles,3172,True,Approved,medium,14,Standard,small,August,04-08-2017,2645,1386.84,37838,152.55,1234.29
Trek Bicycles,255,True,Approved,medium,14,Standard,small,August,08-08-2017,13920,1386.84,37838,152.55,1234.29
Trek Bicycles,338,True,Approved,medium,14,Standard,small,August,11-08-2017,19417,1386.84,37838,152.55,1234.29
Trek Bicycles,1130,True,Approved,medium,14,Standard,small,August,16-08-2017,6601,1386.84,37838,152.55,1234.29
Trek Bicycles,3286,True,Approved,medium,14,Standard,small,August,19-08-2017,12499,1386.84,37838,152.55,1234.29
Trek Bicycles,1433,True,Approved,medium,14,Standard,small,August,21-08-2017,13458,1386.84,37838,152.55,1234.29
Trek Bicycles,2158,True,Approved,medium,14,Standard,small,August,29-08-2017,7763,1386.84,37838,152.55,1234.29
Trek Bicycles,589,True,Approved,medium,14,Standard,small,August,28-08-2017,14849,1386.84,39880,152.55,1234.29
Trek Bicycles,2956,True,Approved,medium,14,Standard,small,August,28-08-2017,3171,1386.84,39880,152.55,1234.29
Trek Bicycles,1689,True,Approved,medium,14,Standard,small,August,14-08-2017,1851,1386.84,41345,152.55,1234.29
Trek Bicycles,584,True,Approved,medium,14,Standard,small,August,20-08-2017,8981,1386.84,41345,152.55,1234.29
Trek Bicycles,2613,True,Approved,medium,14,Standard,small,August,27-08-2017,12000,1386.84,41345,152.55,1234.29
Trek Bicycles,2402,True,Approved,medium,20,Standard,small,August,01-08-2017,7651,1775.81,33455,195.34,1580.47
Trek Bicycles,563,True,Approved,medium,20,Standard,small,August,08-08-2017,2050,1775.81,34115,195.34,1580.47
Trek Bicycles,2691,True,Approved,medium,20,Standard,small,August,27-08-2017,3770,1775.81,40303,195.34,1580.47
Trek Bicycles,3324,True,Approved,medium,20,Standard,small,August,18-08-2017,6468,1775.81,42404,195.34,1580.47
Trek Bicycles,2460,True,Approved,medium,100,Standard,small,August,08-08-2017,13586,1386.84,34586,152.55,1234.29
Trek Bicycles,945,True,Approved,medium,100,Standard,small,August,22-08-2017,12603,1386.84,37539,152.55,1234.29
Trek Bicycles,1903,True,Approved,medium,11,Standard,small,December,14-12-2017,5615,1775.81,34586,195.34,1580.47
Trek Bicycles,633,True,Approved,medium,11,Standard,small,December,29-12-2017,19395,1775.81,40670,195.34,1580.47
Trek Bicycles,3016,True,Approved,medium,11,Standard,small,December,30-12-2017,12826,1775.81,41701,195.34,1580.47
Trek Bicycles,3044,True,Approved,medium,14,Standard,small,December,09-12-2017,14634,1386.84,34586,152.55,1234.29
Trek Bicycles,2586,True,Approved,medium,14,Standard,small,December,11-12-2017,6135,1386.84,40303,152.55,1234.29
Trek Bicycles,2676,True,Approved,medium,14,Standard,small,December,25-12-2017,5257,1386.84,40303,152.55,1234.29
Trek Bicycles,1007,True,Approved,medium,20,Standard,small,December,10-12-2017,19804,1775.81,40303,195.34,1580.47
Trek Bicycles,1318,True,Approved,medium,20,Standard,small,December,04-12-2017,11418,1775.81,40670,195.34,1580.47
Trek Bicycles,172,True,Approved,medium,20,Standard,small,December,05-12-2017,2380,1775.81,42404,195.34,1580.47
Trek Bicycles,1110,True,Approved,medium,100,Standard,small,December,13-12-2017,5469,1386.84,37539,152.55,1234.29
Trek Bicycles,256,True,Approved,medium,100,Standard,small,December,03-12-2017,18367,1386.84,41345,152.55,1234.29
Trek Bicycles,1840,True,Approved,medium,11,Standard,small,February,27-02-2017,7454,1775.81,34115,195.34,1580.47
Trek Bicycles,1009,True,Approved,medium,11,Standard,small,February,22-02-2017,3877,1775.81,34244,195.34,1580.47
Trek Bicycles,1005,True,Approved,medium,11,Standard,small,February,02-02-2017,2826,1775.81,40303,195.34,1580.47
Trek Bicycles,1656,True,Approved,medium,14,Standard,small,February,17-02-2017,13838,1386.84,34586,152.55,1234.29
Trek Bicycles,2177,True,Approved,medium,14,Standard,small,February,04-02-2017,14132,1386.84,37838,152.55,1234.29
Trek Bicycles,669,True,Approved,medium,14,Standard,small,February,12-02-2017,7445,1386.84,37838,152.55,1234.29
Trek Bicycles,622,True,Approved,medium,14,Standard,small,February,19-02-2017,1997,1386.84,37838,152.55,1234.29
Trek Bicycles,151,True,Approved,medium,20,Standard,small,February,12-02-2017,13436,1775.81,39298,195.34,1580.47
Trek Bicycles,3231,True,Approved,medium,20,Standard,small,February,01-02-2017,4805,1775.81,40303,195.34,1580.47
Trek Bicycles,2673,True,Approved,medium,20,Standard,small,February,02-02-2017,18705,1775.81,40303,195.34,1580.47
Trek Bicycles,3489,True,Approved,medium,20,Standard,small,February,14-02-2017,5565,1775.81,40303,195.34,1580.47
Trek Bicycles,142,True,Approved,medium,20,Standard,small,February,22-02-2017,18339,1775.81,40303,195.34,1580.47
Trek Bicycles,742,True,Approved,medium,20,Standard,small,February,28-02-2017,10884,1775.81,40303,195.34,1580.47
Trek Bicycles,1016,True,Approved,medium,20,Standard,small,February,20-02-2017,1473,1775.81,40670,195.34,1580.47
Trek Bicycles,1938,True,Approved,medium,20,Standard,small,February,24-02-2017,13239,1775.81,40670,195.34,1580.47
Trek Bicycles,171,True,Approved,medium,20,Standard,small,February,19-02-2017,7833,1775.81,41701,195.34,1580.47
Trek Bicycles,769,True,Approved,medium,20,Standard,small,February,27-02-2017,3841,1775.81,41701,195.34,1580.47
Trek Bicycles,246,True,Approved,medium,11,Standard,small,January,20-01-2017,14413,1775.81,40303,195.34,1580.47
Trek Bicycles,881,True,Approved,medium,11,Standard,small,January,10-01-2017,16562,1775.81,41701,195.34,1580.47
Trek Bicycles,2701,True,Approved,medium,14,Standard,small,January,24-01-2017,6432,1386.84,39880,152.55,1234.29
Trek Bicycles,2861,True,Approved,medium,14,Standard,small,January,30-01-2017,18986,1386.84,39880,152.55,1234.29
Trek Bicycles,3414,True,Approved,medium,20,Standard,small,January,03-01-2017,2818,1775.81,34165,195.34,1580.47
Trek Bicycles,1835,True,Approved,medium,20,Standard,small,January,19-01-2017,7207,1775.81,34244,195.34,1580.47
Trek Bicycles,3436,True,Approved,medium,20,Standard,small,January,31-01-2017,2175,1775.81,36334,195.34,1580.47
Trek Bicycles,1192,True,Approved,medium,20,Standard,small,January,03-01-2017,8419,1775.81,40303,195.34,1580.47
Trek Bicycles,2439,True,Approved,medium,20,Standard,small,January,15-01-2017,5282,1775.81,40303,195.34,1580.47
Trek Bicycles,92,True,Approved,medium,20,Standard,small,January,14-01-2017,14106,1775.81,41701,195.34,1580.47
Trek Bicycles,193,True,Approved,medium,20,Standard,small,January,23-01-2017,3880,1775.81,42560,195.34,1580.47
Trek Bicycles,1742,True,Approved,medium,100,Standard,small,January,02-01-2017,19472,1386.84,37838,152.55,1234.29
Trek Bicycles,1343,True,Approved,medium,100,Standard,small,January,07-01-2017,8907,1386.84,37838,152.55,1234.29
Trek Bicycles,64,True,Approved,medium,100,Standard,small,January,21-01-2017,11587,1386.84,37838,152.55,1234.29
Trek Bicycles,3118,True,Approved,medium,11,Standard,small,July,06-07-2017,3495,1775.81,40303,195.34,1580.47
Trek Bicycles,2912,True,Approved,medium,11,Standard,small,July,24-07-2017,18322,1775.81,40303,195.34,1580.47
Trek Bicycles,1256,True,Approved,medium,11,Standard,small,July,27-07-2017,13916,1775.81,40303,195.34,1580.47
Trek Bicycles,464,True,Approved,medium,14,Standard,small,July,15-07-2017,11608,1386.84,34165,152.55,1234.29
Trek Bicycles,933,True,Approved,medium,14,Standard,small,July,15-07-2017,17552,1386.84,34165,152.55,1234.29
Trek Bicycles,185,True,Approved,medium,14,Standard,small,July,05-07-2017,15883,1386.84,35160,152.55,1234.29
Trek Bicycles,1159,True,Approved,medium,14,Standard,small,July,11-07-2017,7621,1386.84,37838,152.55,1234.29
Trek Bicycles,507,True,Approved,medium,14,Standard,small,July,28-07-2017,19163,1386.84,37838,152.55,1234.29
Trek Bicycles,2511,True,Approved,medium,14,Standard,small,July,30-07-2017,13978,1386.84,38693,152.55,1234.29
Trek Bicycles,3061,True,Approved,medium,14,Standard,small,July,23-07-2017,9206,1386.84,40303,152.55,1234.29
Trek Bicycles,2372,True,Approved,medium,20,Standard,small,July,02-07-2017,18277,1775.81,40303,195.34,1580.47
Trek Bicycles,1037,True,Approved,medium,20,Standard,small,July,06-07-2017,14062,1775.81,40303,195.34,1580.47
Trek Bicycles,45,True,Approved,medium,20,Standard,small,July,09-07-2017,7322,1775.81,40303,195.34,1580.47
Trek Bicycles,383,True,Approved,medium,20,Standard,small,July,12-07-2017,13166,1775.81,40303,195.34,1580.47
Trek Bicycles,1267,True,Approved,medium,20,Standard,small,July,17-07-2017,9993,1775.81,40670,195.34,1580.47
Trek Bicycles,2690,True,Approved,medium,20,Standard,small,July,15-07-2017,8662,1775.81,42404,195.34,1580.47
Trek Bicycles,1887,True,Approved,medium,20,Standard,small,July,25-07-2017,13939,1775.81,42404,195.34,1580.47
Trek Bicycles,611,True,Approved,medium,20,Standard,small,July,27-07-2017,16561,1775.81,42404,195.34,1580.47
Trek Bicycles,602,True,Approved,medium,100,Standard,small,July,10-07-2017,15812,1386.84,35160,152.55,1234.29
Trek Bicycles,2413,True,Approved,medium,11,Standard,small,June,17-06-2017,7659,1775.81,33455,195.34,1580.47
Trek Bicycles,1039,True,Approved,medium,11,Standard,small,June,02-06-2017,6697,1775.81,40303,195.34,1580.47
Trek Bicycles,1369,True,Approved,medium,14,Standard,small,June,21-06-2017,7422,1386.84,34586,152.55,1234.29
Trek Bicycles,2484,True,Approved,medium,14,Standard,small,June,06-06-2017,6695,1386.84,35160,152.55,1234.29
